sentences,dists
"Relatives said converted Islam years ago little contact since . One said : ` They identical twins . If Muslim one , Jamila . The one Muslim Jalila .",-6.795522434931632 -5.957727537669399 -7.370792150351708 -7.391645043805502 -7.369936559389321 -7.368269492583221 -7.362102264178735 -7.418421810538108 -7.338121855173797 -inf -5.969391656582319 -5.957727537669399 -inf -inf -6.797916373155233 -6.438287568503484 -5.963616133600915 -inf -7.360066931774783 -6.179235565199008 -5.969391656582319 -inf -5.301349531813351 -inf -5.811670471523335 -5.969391656582319 -6.179235565199008 -5.646638575132716 -inf
"` She definitely religious drinks smokes . Frankly , 's bit party girl . She 's kind person would get drunk end Turkey . '",-inf -6.433975676274171 -7.378007681610043 -7.355231326721669 -6.4393871147933925 -6.442592161145124 -inf -7.40967179164142 -inf -inf -7.328550001316447 -6.170140437053658 -6.187388579654632 -inf -6.433975676274171 -inf -7.384443806132095 -7.369093508212207 -6.439057139454919 -6.429093906340981 -7.303606162525988 -7.338821013338682 -6.1721651049938835 -inf -inf
Jamila arrested Turkish security services prepared board bus capital Ankara . Agents suspect trying travel border Syria .,-5.301349531813351 -6.816334242809081 -5.791136888538806 -6.173876264766072 -6.150980592307429 -7.407443083803381 -7.407591040995899 -7.368489330247675 -7.355898947558214 -7.374553415811904 -inf -6.797950019704565 -7.408396079071888 -6.787274212825921 -6.79339086687533 -7.325919744041283 -6.1816036349260175 -inf
Turkish officials said authorities apprehended woman based local intelligence tipped British authorities .,-5.791136888538806 -7.368529558898602 -5.957727537669399 -6.172884201840461 -7.32733244164224 -6.7861437956905 -7.3561043583002315 -7.342230812745514 -7.356751956820621 -7.3452675060615675 -6.8049479666500785 -6.172884201840461 -inf
"Messages images mobile phone suggested planning head Islamic State territory , alleged .",-6.806003061367061 -6.823417226465101 -6.838171818237279 -6.797636653318568 -6.794847171998159 -6.8214251765973675 -5.791322806554871 -6.190514245537562 -6.183148821510388 -6.8118686555347745 -inf -7.359152813893169 -inf
Messages images Jamila 's mobile phone suggested planning head Islamic State territory . Pictured ISIS member Syrian city Raqqa,-6.806003061367061 -6.823417226465101 -5.301349531813351 -inf -6.838171818237279 -6.797636653318568 -6.794847171998159 -6.8214251765973675 -5.791322806554871 -6.190514245537562 -6.183148821510388 -6.8118686555347745 -inf -7.342133569245284 -6.4580052191337565 -7.38260574360116 -7.3555895378804745 -7.298271992935179 -inf
"At flat Balham , South London , yesterday , Jalila would say ` loads sort ' .",-7.3630231891239415 -7.3922475099599465 -7.381401211277923 -inf -6.180288535127738 -5.972644151760897 -inf -6.775466655068167 -inf -5.646638575132716 -6.439057139454919 -7.370134531530987 -inf -7.405746276704619 -7.3737007238099 -inf -inf
"At # 500,000 home nearby Streatham , twins ' mother , Patricia Henry , 50 , said ` getting together relatives ' discuss respond arrest .",-7.3630231891239415 -inf -6.687655596333939 -6.766259244132302 -7.356034205068625 -7.392215533122388 -inf -5.963616133600915 -inf -6.77130647298899 -inf -7.364838482248981 -5.95112580799298 -inf -7.369333390202999 -inf -5.957727537669399 -inf -6.80140245760736 -6.788420329789628 -6.795522434931632 -inf -7.403041973796129 -7.369616157899468 -6.184401755569049 -inf
"Their Guyanan-born father , Kirk Ramsammy , recently treated hospital South London home yesterday .",-7.386459319939642 -6.676710194629667 -6.815527172085643 -inf -7.36139381740597 -7.37721671897255 -inf -6.825500732841857 -7.358815699424704 -7.408958492923762 -6.180288535127738 -5.972644151760897 -6.766259244132302 -6.775466655068167 -inf
Security services estimate 600 Britons gone Syria Iraq join militant groups .,-6.173876264766072 -6.150980592307429 -7.3998866527045815 -7.388564482854064 -7.364416850524518 -7.348715442595168 -6.1816036349260175 -7.364784753657933 -5.974464013137177 -7.386324282043787 -7.366637500153652 -inf
@highlight,-7.877095084903179
"Jamila Jalila Henry , 21 , identical twin sisters south London",-5.301349531813351 -5.646638575132716 -5.95112580799298 -inf -6.80810870484496 -inf -6.438287568503484 -6.195356477460831 -7.3754580443374005 -6.180288535127738 -5.972644151760897
@highlight,-7.877095084903179
Convert Jamila caught travelling Syria twin 's passport,-7.40145050893511 -5.301349531813351 -7.368877793116326 -6.803878840254808 -6.1816036349260175 -6.195356477460831 -inf -6.426423274170046
@highlight,-7.877095084903179
Jalila described party girl drinks wears revealing clothes,-5.646638575132716 -6.181212808730721 -6.170140437053658 -6.187388579654632 -6.4393871147933925 -6.1808472484624835 -6.798636441274709 -7.326402733958754
@highlight,-7.877095084903179
"Jamila Muslim , teetotal , reads Koran wears headscarf",-5.301349531813351 -6.179235565199008 -inf -6.806481503972349 -inf -7.378412528358298 -6.814326867233338 -6.1808472484624835 -6.789798244257376
@highlight,-7.877095084903179
She seized Turkish security services allegedly en route join ISIS,-6.433975676274171 -6.804497620469898 -5.791136888538806 -6.173876264766072 -6.150980592307429 -6.802803778712631 -6.436654538153625 -6.453697060273321 -5.974464013137177 -6.4580052191337565
@highlight,-7.877095084903179
21-year-old remains Turkey awaiting deportation back UK,-5.247210774584088 -7.361731162919115 -6.1721651049938835 -6.806927464100718 -6.814326306393689 -6.831049977554321 -6.794901555750083
Mixed martial arts fighter Anderson Silva says fight spot Brazilian taekwondo team 2016 Olympics Rio de Janeiro .,-7.298857637626082 -7.300478278342019 -7.281109478716579 -7.9185551821734075 -7.288283854001849 -6.019570915088229 -7.831546939931964 -6.950649944207738 -6.675319647406407 -6.466061198148047 -6.1387395446024 -6.675225222004302 -7.289594422739641 -6.666300159415752 -7.883893431479108 -7.897292803262562 -7.891587960954288 -inf
The announcement made Wednesday meeting Brazilian taekwondo officials .,-5.699416274745877 -7.849805035326677 -6.677101437321569 -6.954807969193562 -7.83835886380619 -6.466061198148047 -6.1387395446024 -6.670358915819365 -inf
"Considered one best pound-for-pound fighters history mixed martial arts , Silva said ` trying give back sport ' began career .",-7.301523048503527 -5.79826758268422 -7.802332333987705 -6.170205049306477 -7.897543324625275 -7.821918997719152 -7.298857637626082 -7.300478278342019 -7.281109478716579 -inf -6.019570915088229 -5.171681268845311 -inf -7.287908819824408 -7.307969427236988 -6.672315954232487 -6.670402249872816 -inf -7.288004215429434 -7.8928945475458745 -inf
Anderson Silva met Brazilian taekwondo officials compete spot 2016 Olympics team,-7.288283854001849 -6.019570915088229 -7.304718876050919 -6.466061198148047 -6.1387395446024 -6.670358915819365 -7.882590521208577 -6.675319647406407 -7.289594422739641 -6.666300159415752 -6.675225222004302
The former UFC champion said ` trying give back sport ' began career,-5.699416274745877 -6.155940657180181 -6.279892828033122 -6.920943661716738 -5.171681268845311 -inf -7.287908819824408 -7.307969427236988 -6.672315954232487 -6.670402249872816 -inf -7.288004215429434 -7.8928945475458745
Taekwondo confederation president Carlos Fernandes said ` honor sport welcome athlete importance . ',-6.1387395446024 -7.917304128278126 -7.863083484346013 -7.309661077210686 -7.868182544931267 -5.171681268845311 -inf -7.916649372605396 -6.670402249872816 -7.8783673323048475 -7.928802572048521 -7.855266215006868 -inf -inf
"However , also made clear Silva fight way Olympics wo n't helped UFC stardom .",-6.955114615731223 -inf -6.149087334024617 -6.677101437321569 -7.876527981119111 -6.019570915088229 -6.950649944207738 -6.920947994242623 -6.666300159415752 -7.8953405149341185 -inf -7.305843853264529 -6.279892828033122 -7.873139090633206 -inf
Silva taekwondo ambassador black belt sport .,-6.019570915088229 -6.1387395446024 -7.839523185291903 -7.88723272451697 -7.853712149949292 -6.670402249872816 -inf
"The former UFC champion tested positive two steroids out-of-competition test Jan. 9 , also failed test UFC victory Nick Diaz Jan. 31 .",-5.699416274745877 -6.155940657180181 -6.279892828033122 -6.920943661716738 -7.87456352325246 -7.889202698617119 -6.468897300159942 -7.831799612682334 -6.741359633512497 -7.293003862760127 -7.30667257196318 -inf -inf -6.149087334024617 -7.858234697997115 -7.293003862760127 -6.279892828033122 -7.892316673029391 -7.889517632311955 -7.889521057545656 -7.30667257196318 -7.833626986374545 -inf
The 40-year-old Brazilian posted photo via Twitter page practicing taekwondo last week,-5.699416274745877 -5.501818481013846 -6.466061198148047 -7.304927049297229 -6.692074394394258 -7.855139901555645 -7.843819480203084 -7.843461007038224 -7.907180682390278 -6.1387395446024 -5.812452572846352 -6.921801165063504
@highlight,-7.877095084903179
Anderson Silva met Brazilian taekwondo officials Wednesday,-7.288283854001849 -6.019570915088229 -7.304718876050919 -6.466061198148047 -6.1387395446024 -6.670358915819365 -6.954807969193562
@highlight,-7.877095084903179
Silva currently suspended UFC failing drug tests,-6.019570915088229 -7.858995877322746 -7.8855077963879125 -6.279892828033122 -7.849525005303725 -7.849331017235591 -7.888293005850121
@highlight,-7.877095084903179
"However , former UFC champion fight Olympics taekwondo spot",-6.955114615731223 -inf -6.155940657180181 -6.279892828033122 -6.920943661716738 -6.950649944207738 -6.666300159415752 -6.1387395446024 -6.675319647406407
By,-inf
Hugo Gye,-inf -inf
James Nye,-6.24902541308105 -inf
Lydia Warren,-inf -inf
PUBLISHED :,-7.674717086138909 -inf
"08:48 EST , 20 November 2012",-6.634047714013023 -7.07231109142966 -inf -7.0544735068892255 -6.725994019484672 -7.707082214106377
|,-inf
UPDATED :,-7.447970574815543 -inf
"08:52 EST , 20 November 2012",-6.637380553147941 -7.07231109142966 -inf -7.0544735068892255 -6.725994019484672 -7.707082214106377
"The ` threatening ' emails sent David Petraeus ' mistress Florida socialite - eventually uncovered affair - vowed make perceived rival ` go away ' , claimed .",-5.329984294236054 -inf -6.754311257399783 -inf -5.501126382319919 -6.475147714078979 -6.081443822601413 -5.133781100051266 -inf -7.098362817123779 -7.6450307746675925 -7.100509414485939 -inf -7.080232988683355 -6.732550856022295 -5.497205007488976 -inf -7.673733057191176 -7.087909798092802 -7.643868525440874 -7.6234656886649965 -inf -7.065626724406396 -6.727999565693664 -inf -inf -7.100502622852567 -inf
"The messages sent Jill Kelley , contacted FBI receiving May , menacing military party planner feared life , according friend .",-5.329984294236054 -6.258778563551002 -6.475147714078979 -6.71951333780398 -5.414284367603577 -inf -7.1006421891930085 -6.473843932379132 -7.113497518689219 -7.688509990646216 -inf -7.080115100938343 -6.462558431170011 -6.460443100497113 -7.083299129726724 -7.685247454270632 -6.739120515524837 -inf -6.464706623928053 -5.594836237479623 -inf
"The friend , identified , said Kelley , military party planner Tampa , called seek advice receiving messages read phone .",-5.329984294236054 -5.594836237479623 -inf -7.633940505401968 -inf -5.68796472710924 -5.414284367603577 -inf -6.462558431170011 -6.460443100497113 -7.083299129726724 -7.648653037161996 -inf -7.089607627753731 -7.681540182635409 -7.662121263882122 -7.113497518689219 -6.258778563551002 -7.1105339433534 -7.687274029541903 -inf
"Speaking New York Daily News , described messages much threatening originally reported , adding : ` Any normal person got emails like would immediately called police . '",-7.082555712188358 -7.687138108284445 -7.651800764374408 -7.111982093046988 -6.253518333461957 -inf -6.463311667762331 -6.258778563551002 -7.650479615191881 -6.754311257399783 -7.684239455107223 -6.745874021835255 -inf -7.099781125231081 -inf -inf -7.6469305843204225 -7.663321345928554 -7.095795406138186 -6.729319583296117 -5.501126382319919 -6.746196847869526 -6.255392595029753 -7.090304472379716 -7.089607627753731 -7.082231351843515 -inf -inf
"` Threats ' : David Petraeus ' former mistress Paula Broadwell , pictured left Tuesday morning , reportedly sent emails menacing Jill Kelley , right , saw death threats",-inf -7.089467192202115 -inf -inf -6.081443822601413 -5.133781100051266 -inf -6.0708699156917385 -7.098362817123779 -5.420012920398503 -4.451463993964399 -inf -6.270312182692192 -5.799276282561122 -6.7460629190289145 -6.735609344934007 -inf -7.096976119744052 -6.475147714078979 -5.501126382319919 -7.080115100938343 -6.71951333780398 -5.414284367603577 -inf -6.7284348645424945 -inf -7.129913102795992 -7.085943461778992 -7.089467192202115
"In messages , sent anonymously , Broadwell promised ` make go away ' boasted military background ` powerful ' friends , Daily News reported .",-7.685846340083023 -6.258778563551002 -inf -6.475147714078979 -7.684261458670049 -inf -4.451463993964399 -7.657128835965717 -inf -7.087909798092802 -7.065626724406396 -6.727999565693664 -inf -7.088865869878585 -6.462558431170011 -7.0959577939771155 -inf -7.0895195996779545 -inf -6.09731335198523 -inf -7.111982093046988 -6.253518333461957 -6.745874021835255 -inf
"` This n't case cyber-bullying , ' friend said . ' -LRB- Kelley -RRB- scared life . She reason . These emails real thing . When read , I literally shivers . '",-inf -7.077770225243102 -inf -7.10044586383325 -6.970966466795082 -inf -inf -5.594836237479623 -5.68796472710924 -inf -inf -6.231972954612954 -5.414284367603577 -6.240680491614231 -7.660785494983065 -6.739120515524837 -inf -5.803583568186352 -7.692590653590584 -inf -7.697638152546634 -5.501126382319919 -7.628582468451442 -7.676986779168963 -inf -7.708060293963771 -7.1105339433534 -inf -inf -7.660077597188008 -7.6712308069028525 -inf -inf
"The Wall Street Journal previously reported , one email , Broadwell accused Kelley touching ` ' underneath table",-5.329984294236054 -7.691093666775663 -7.646149717947037 -7.677376406786807 -6.474343988367421 -6.745874021835255 -inf -6.457340554632043 -7.650384412617148 -inf -4.451463993964399 -7.085054990098051 -5.414284367603577 -7.633220637384548 -inf -inf -7.688446938781702 -inf
asked Kelley 's husband aware actions .,-7.101292852496584 -5.414284367603577 -inf -5.696204870357327 -7.692437569729375 -7.078623511383273 -inf
